index,area,city,region
10197,УМАНСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10198,КРИНИЧАНСЬКЕ ,КАМ'ЯНСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10199,ВІННИЦЬКИЙ ,ВІННИЦЬКІЙ,ВІННИЦЬКІЙ
10200,КИЇВСЬКОГО,ОДЕСІ,ОДЕСЬКІЙ
10201,ШЕВЧЕНКІВСЬКЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10202,КАМ`ЯНСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10203,ПАВЛОГРАДСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10204,ШЕВЧЕНКІВСЬКЕ,КИЄВІ,None
10205,None,КІРОВОГРАДСЬКІЙ,None
10206,ХМЕЛЬНИЦЬКИЙ ,ХМЕЛЬНИЦЬКІЙ,ХМЕЛЬНИЦЬКІЙ
10207,ЛУБЕНСЬКИЙ ,ПОЛТАВСЬКІЙ,ПОЛТАВСЬКІЙ
10208,ДРОГОБИЦЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10209,ДРОГОБИЦЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10210,ДЕСНЯНСЬКЕ,КИЄВІ,None
10211,СОКАЛЬСЬКЕ ,ЧЕРВОНОГРАДСЬКОГО,ЛЬВІВСЬКІЙ
10212,ДЕСНЯНСЬКЕ,КИЄВІ,None
10213,ДЕСНЯНСЬКЕ,КИЄВІ,None
10214,КРИВОРІЗЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10215,ДЕСНЯНСЬКЕ,КИЄВІ,None
10216,КИЇВСЬКИЙ,ОДЕСІ,ОДЕСЬКІЙ
10217,None,КІРОВОГРАДСЬКІЙ,None
10218,None,КІРОВОГРАДСЬКІЙ,None
10219,None,КІРОВОГРАДСЬКІЙ,None
10220,ВЕРХНЬОДНІПРОВСЬКЕ ,ЖОВТОВОДСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10221,None,КІРОВОГРАДСЬКІЙ,None
10222,ВЕРХНЬОДНІПРОВСЬКЕ ,ЖОВТОВОДСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10223,None,КІРОВОГРАДСЬКІЙ,None
10224,ШЕВЧЕНКІВСЬКЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10225,ПРИЛУЦЬКИЙ ,ЧЕРНІГІВСЬКІЙ,ЧЕРНІГІВСЬКІЙ
10226,ВОЛНОВАСЬКИЙ ,ДОНЕЦЬКІЙ,ДОНЕЦЬКІЙ
10227,ВОЛНОВАСЬКИЙ ,ДОНЕЦЬКІЙ,ДОНЕЦЬКІЙ
10228,ДНІПРОВСЬКЕ,КИЄВІ,None
10229,МИРГОРОДСЬКИЙ ,ПОЛТАВСЬКІЙ,ПОЛТАВСЬКІЙ
10230,ВОЗНЕСЕНСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10231,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10232,НІКОПОЛЬСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10233,ПОЛТАВСЬКЕ РАЙОННЕ ,ПОЛТАВСЬКОГО,ПОЛТАВСЬКІЙ
10234,СМІЛЯНСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10235,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10236,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10237,МОСКОВСЬКИЙ ,ХАРКІВСЬКІЙ,ХАРКІВСЬКІЙ
10238,ЗОЛОТОНІСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10239,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10240,ГНІВАНСЬКЕ ,ЖМЕРИНСЬКОГО,ВІННИЦЬКІЙ
10241,ЧЕЧЕЛІВСЬКЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10242,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10243,None,КІРОВОГРАДСЬКІЙ,None
10244,ДНІПРОВСЬКЕ РАЙОННЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10245,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10246,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10247,НОВОМОСКОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10248,БЕРЕЗНІВСЬКЕ ,CАРНЕНСЬКОГО,РІВНЕНСЬКІЙ
10249,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10250,ШЕВЧЕНКІВСЬКЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10251,НОВОМОСКОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10252,ШЕВЧЕНКІВСЬКЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10253,НОВОМОСКОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10254,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10255,None,КІРОВОГРАДСЬКІЙ,None
10256,ІВАНО-ФРАНКІВСЬКИЙ ,ІВАНО-ФРАНКІВСЬКІЙ,ІВАНО-ФРАНКІВСЬКІЙ
10257,УМАНСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10258,СОКАЛЬСЬКЕ ,ЧЕРВОНОГРАДСЬКОГО,ЛЬВІВСЬКІЙ
10259,ЖИТОМИРСЬКИЙ ,ЖИТОМИРСЬКІЙ,ЖИТОМИРСЬКІЙ
10260,МЕТАЛУРГІЙНЕ ,КРИВОРІЗЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10261,ЖИТОМИРСЬКИЙ ,ЖИТОМИРСЬКІЙ,ЖИТОМИРСЬКІЙ
10262,ЖИТОМИРСЬКИЙ ,ЖИТОМИРСЬКІЙ,ЖИТОМИРСЬКІЙ
10263,ЖИТОМИРСЬКИЙ ,ЖИТОМИРСЬКІЙ,ЖИТОМИРСЬКІЙ
10264,КАМ`ЯНСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10265,КАМ`ЯНСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10266,ДОЛИНСЬКЕ ,КАЛУСЬКОГО,ІВАНО-ФРАНКІВСЬКІЙ
10267,ЧЕРВОНОГРАДСЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10268,БОГОДУХІВСЬКИЙ ,ХАРКІВСЬКІЙ,ХАРКІВСЬКІЙ
10269,НОВОБАВАРСЬКИЙ ,ХАРКІВСЬКІЙ,ХАРКІВСЬКІЙ
10270,ПРИМОРСЬКОГО,ОДЕСІ,ОДЕСЬКІЙ
10271,ЦЕНТРАЛЬНО-МІСЬКИЙ,ГОРЛІВСЬКОГО,None
10272,ЦЕНТРАЛЬНО-МІСЬКИЙ,ГОРЛІВСЬКОГО,None
10273,КІРОВСЬКИЙ,ДОНЕЦЬКОГО,ДОНЕЦЬКІЙ
10274,ТЕЛЬМАНІВСЬКИЙ,ТЕЛЬМАНІВСЬКИЙ,ДОНЕЦЬКІЙ
10275,СВЯТОШИНСЬКЕ,КИЄВІ,None
10276,ЛИСИЧАНСЬКИЙ ,ЛУГАНСЬКІЙ,ЛУГАНСЬКІЙ
10277,ЯВОРІВСЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10278,ВОЛОВЕЦЬКЕ ,МУКАЧІВСЬКОГО,ЗАКАРПАТСЬКІЙ
10279,None,КІРОВОГРАДСЬКІЙ,None
10280,КАМ`ЯНСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10281,НЕМИРІВСЬКИЙ ,ВІННИЦЬКІЙ,ВІННИЦЬКІЙ
10282,ЖОВКІВСЬКЕ ,КАМ’ЯНКА-БУЗЬКОГО,ЛЬВІВСЬКІЙ
10283,НЕМИРІВСЬКИЙ ,ВІННИЦЬКІЙ,ВІННИЦЬКІЙ
10284,None,КІРОВОГРАДСЬКІЙ,None
10285,ЗВЕНИГОРОДСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10286,ЗВЕНИГОРОДСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10287,ТЯЧІВСЬКИЙ ,ЗАКАРПАТСЬКІЙ,ЗАКАРПАТСЬКІЙ
10288,ЖОВКІВСЬКЕ ,КАМ’ЯНКА-БУЗЬКОГО,ЛЬВІВСЬКІЙ
10289,ЮЖНОУКРАЇНСЬКЕ ,ПЕРВОМАЙСЬКОГО,МИКОЛАЇВСЬКІЙ
10290,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10291,ЧЕРНІГІВСЬКИЙ ,ЧЕРНІГІВСЬКІЙ,ЧЕРНІГІВСЬКІЙ
10292,ГАЛИЦЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10293,БЕРЕЗАНСЬКЕ ,ОЧАКІВСЬКОГО,МИКОЛАЇВСЬКІЙ
10294,ЗАЛІЗНИЧНИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10295,МУКАЧІВСЬКИЙ ,ЗАКАРПАТСЬКІЙ,ЗАКАРПАТСЬКІЙ
10296,ЗАЛІЗНИЧНИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10297,БОРИСПІЛЬСЬКИЙ ,КИЇВСЬКІЙ,КИЇВСЬКІЙ
10298,ХУСТСЬКИЙ ,ЗАКАРПАТСЬКІЙ,ЗАКАРПАТСЬКІЙ
10299,ЯРЕМЧАНСЬКЕ ,НАДВІРНЯНСЬКОГО,ІВАНО-ФРАНКІВСЬКІЙ
10300,ФАСТІВСЬКЕ ,ВАСИЛЬКІВСЬКОГО,КИЇВСЬКІЙ
10301,БРАТСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10302,ТЯЧІВСЬКИЙ ,ЗАКАРПАТСЬКІЙ,ЗАКАРПАТСЬКІЙ
10303,ДРОГОБИЦЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10304,УЖГОРОДСЬКИЙ ,ЗАКАРПАТСЬКІЙ,ЗАКАРПАТСЬКІЙ
10305,БЕРЕЗІВСЬКЕ ,ЛИМАНСЬКОГО,ОДЕСЬКІЙ
10306,МОГИЛІВ-ПОДІЛЬСЬКИЙ ,ВІННИЦЬКІЙ,ВІННИЦЬКІЙ
10307,КОЗЯТИНСЬКЕ ,КАЛИНІВСЬКОГО,ВІННИЦЬКІЙ
10308,РАТНІВСЬКИЙ ,ВОЛИНСЬКІЙ,ВОЛИНСЬКІЙ
10309,None,ДОНЕЦЬКІЙ,None
10310,ДНІПРОВСЬКЕ,КИЄВІ,None
10311,КРЕМЕНЧУЦЬКИЙ ,ПОЛТАВСЬКІЙ,ПОЛТАВСЬКІЙ
10312,ІНДУСТРІАЛЬНЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10313,ДАРНИЦЬКЕ,КИЄВІ,None
10314,КИЄВО-СВЯТОШИНСЬКИЙ ,КИЇВСЬКІЙ,КИЇВСЬКІЙ
10315,ІНДУСТРІАЛЬНЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10316,КИЄВО-СВЯТОШИНСЬКИЙ ,КИЇВСЬКІЙ,КИЇВСЬКІЙ
10317,МАЛИНОВСЬКОГО,ОДЕСІ,ОДЕСЬКІЙ
10318,ХОРТИЦЬКЕ ,ДНІПРОВСЬКОГО,ЗАПОРІЗЬКІЙ
10319,ІРПІНСЬКИЙ ,КИЇВСЬКІЙ,КИЇВСЬКІЙ
10320,ІНДУСТРІАЛЬНЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10321,БАРСЬКЕ ,ЖМЕРИНСЬКОГО,ВІННИЦЬКІЙ
10322,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10323,МЕТАЛУРГІЙНЕ ,КРИВОРІЗЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10324,None,КІРОВОГРАДСЬКІЙ,None
10325,None,КІРОВОГРАДСЬКІЙ,None
10326,ЗАСТАВНІВСЬКЕ ,КІЦМАНСЬКОГО,ЧЕРНІВЕЦЬКІЙ
10327,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10328,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10329,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10330,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10331,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10332,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10333,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10334,НОВОМОСКОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10335,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10336,НОВОМОСКОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10337,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10338,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10339,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10340,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10341,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10342,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10343,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10344,НОВОБУЗЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10345,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10346,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10347,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10348,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10349,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10350,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10351,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10352,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10353,ІНГУЛЬСЬКИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10354,ШЕВЧЕНКІВСЬКЕ ,ДНІПРОВСЬКОГО,ЗАПОРІЗЬКІЙ
10355,ЦЕНТРАЛЬНИЙ ,МИКОЛАЇВСЬКІЙ,МИКОЛАЇВСЬКІЙ
10356,П'ЯТИХАТСЬКЕ ,ЖОВТОВОДСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10357,ШЕВЧЕНКІВСЬКИЙ  ,ХАРКІВСЬКІЙ,ХАРКІВСЬКІЙ
10358,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10359,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10360,ЖИТОМИРСЬКЕ РАЙОННЕ ,ЖИТОМИРСЬКОГО,ЖИТОМИРСЬКІЙ
10361,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10362,None,КІРОВОГРАДСЬКІЙ,None
10363,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ ,ХМЕЛЬНИЦЬКІЙ,ХМЕЛЬНИЦЬКІЙ
10364,КОРЮКІВСЬКЕ ,МЕНСЬКОГО,ЧЕРНІГІВСЬКІЙ
10365,КОСІВСЬКИЙ ,ІВАНО-ФРАНКІВСЬКІЙ,ІВАНО-ФРАНКІВСЬКІЙ
10366,ХОТИНСЬКЕ ,КЕЛЬМЕНЕЦЬКОГО,ЧЕРНІВЕЦЬКІЙ
10367,ЛІВОБЕРЕЖНЕ ,ЦЕНТРАЛЬНОГО,ДОНЕЦЬКІЙ
10368,ЛІВОБЕРЕЖНЕ ,ЦЕНТРАЛЬНОГО,ДОНЕЦЬКІЙ
10369,ДЕСНЯНСЬКЕ,КИЄВІ,None
10370,ПЕРВОМАЙСЬКИЙ ,ХАРКІВСЬКІЙ,ХАРКІВСЬКІЙ
10371,РІВНЕНСЬКИЙ ,РІВНЕНСЬКІЙ,РІВНЕНСЬКІЙ
10372,АМУР-НИЖНЬОДНІПРОВСЬКЕ ,ДНІПРОВСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10373,ВІННИЦЬКИЙ ,ВІННИЦЬКІЙ,ВІННИЦЬКІЙ
10374,ЛЮБАШІВСЬКЕ ,БАЛТСЬКОГО,ОДЕСЬКІЙ
10375,ВІННИЦЬКИЙ ,ВІННИЦЬКІЙ,ВІННИЦЬКІЙ
10376,ЛУБЕНСЬКИЙ ,ПОЛТАВСЬКІЙ,ПОЛТАВСЬКІЙ
10377,ВІННИЦЬКИЙ ,ВІННИЦЬКІЙ,ВІННИЦЬКІЙ
10378,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10379,ПАВЛОГРАДСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10380,ЄМІЛЬЧИНСЬКЕ ,НОВОГРАД-ВОЛИНСЬКОГО,ЖИТОМИРСЬКІЙ
10381,ЗВЕНИГОРОДСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10382,None,КІРОВОГРАДСЬКІЙ,None
10383,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10384,ЛИМАНСЬКИЙ ,ОДЕСЬКІЙ,ОДЕСЬКІЙ
10385,ГЛИБОЦЬКЕ ,СТОРОЖИНЕЦЬКОГО,ЧЕРНІВЕЦЬКІЙ
10386,ЛУБЕНСЬКИЙ ,ПОЛТАВСЬКІЙ,ПОЛТАВСЬКІЙ
10387,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10388,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10389,МЛИНІВСЬКЕ ,ДУБЕНСЬКОГО,РІВНЕНСЬКІЙ
10390,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10391,ЯВОРІВСЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10392,ОБУХІВСЬКИЙ ,КИЇВСЬКІЙ,КИЇВСЬКІЙ
10393,ПОЛТАВСЬКИЙ ,ПОЛТАВСЬКІЙ,ПОЛТАВСЬКІЙ
10394,None,КІРОВОГРАДСЬКІЙ,None
10395,ШИРОКІВСЬКЕ ,КРИВОРІЗЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10396,None,КІРОВОГРАДСЬКІЙ,None
10397,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10398,ПАВЛОГРАДСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10399,ВЕРХНЬОДНІПРОВСЬКЕ ,ЖОВТОВОДСЬКОГО,ДНІПРОПЕТРОВСЬКІЙ
10400,ДНІПРОВСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10401,СЛОВ’ЯНСЬКИЙ ,ДОНЕЦЬКІЙ,ДОНЕЦЬКІЙ
10402,САМБІРСЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10403,ЛУБЕНСЬКИЙ ,ПОЛТАВСЬКІЙ,ПОЛТАВСЬКІЙ
10404,НІЖИНСЬКИЙ ,ЧЕРНІГІВСЬКІЙ,ЧЕРНІГІВСЬКІЙ
10405,СОЛОМ’ЯНСЬКЕ,КИЄВІ,None
10406,ДНІПРОВСЬКЕ,КИЄВІ,None
10407,СВЯТОШИНСЬКЕ,КИЄВІ,None
10408,ДОМАНІВСЬКЕ ,ВОЗНЕСЕНСЬКОГО,МИКОЛАЇВСЬКІЙ
10409,ЛИМАНСЬКЕ ,СЛОВ’ЯНСЬКОГО,ДОНЕЦЬКІЙ
10410,МЛИНІВСЬКЕ ,ДУБЕНСЬКОГО,РІВНЕНСЬКІЙ
10411,ДНІПРОВСЬКЕ,КИЄВІ,None
10412,ВОЛОДИМИР-ВОЛИНСЬКИЙ ,ВОЛИНСЬКІЙ,ВОЛИНСЬКІЙ
10413,РОМЕНСЬКИЙ ,СУМСЬКІЙ,СУМСЬКІЙ
10414,СУМСЬКИЙ ,СУМСЬКІЙ,СУМСЬКІЙ
10415,ТРОСТЯНЕЦЬКЕ ,ОХТИРСЬКОГО,СУМСЬКІЙ
10416,РОМЕНСЬКИЙ ,СУМСЬКІЙ,СУМСЬКІЙ
10417,ШОСТКИНСЬКИЙ ,СУМСЬКІЙ,СУМСЬКІЙ
10418,МАЛИНСЬКЕ ,КОРОСТИШІВСЬКОГО,ЖИТОМИРСЬКІЙ
10419,ШЕВЧЕНКІВСЬКЕ,КИЄВІ,None
10420,КИЄВО-СВЯТОШИНСЬКИЙ ,КИЇВСЬКІЙ,КИЇВСЬКІЙ
10421,None,ВОЛИНСЬКІЙ,None
10422,КІВЕРЦІВСЬКИЙ ,ВОЛИНСЬКІЙ,ВОЛИНСЬКІЙ
10423,КУП’ЯНСЬКИЙ ,ХАРКІВСЬКІЙ,ХАРКІВСЬКІЙ
10424,БАХМУТСЬКИЙ ,ДОНЕЦЬКІЙ,ДОНЕЦЬКІЙ
10425,КОСТЯНТИНІВСЬКЕ ,БАХМУТСЬКОГО,ДОНЕЦЬКІЙ
10426,АВДІЇВСЬКЕ ,ПОКРОВСЬКОГО,ДОНЕЦЬКІЙ
10427,КАМ`ЯНСЬКИЙ ,ДНІПРОПЕТРОВСЬКІЙ,ДНІПРОПЕТРОВСЬКІЙ
10428,ЧЕРНІВЕЦЬКИЙ ,ЧЕРНІВЕЦЬКІЙ,ЧЕРНІВЕЦЬКІЙ
10429,БІЛГОРОД-ДНІСТРОВСЬКИЙ ,ОДЕСЬКІЙ,ОДЕСЬКІЙ
10430,ЮЖНЕНСЬКЕ ,ЛИМАНСЬКОГО,ОДЕСЬКІЙ
10431,ЧУГУЇВСЬКИЙ ,ХАРКІВСЬКІЙ,ХАРКІВСЬКІЙ
10432,ЧЕРНІВЕЦЬКИЙ ,ЧЕРНІВЕЦЬКІЙ,ЧЕРНІВЕЦЬКІЙ
10433,ІЗЮМСЬКИЙ ,ХАРКІВСЬКІЙ,ХАРКІВСЬКІЙ
10434,ІЗМАЇЛЬСЬКИЙ ,ОДЕСЬКІЙ,ОДЕСЬКІЙ
10435,ЛИПОВЕЦЬКЕ ,НЕМИРІВСЬКОГО,ВІННИЦЬКІЙ
10436,БРОДІВСЬКЕ ,ЗОЛОЧІВСЬКОГО,ЛЬВІВСЬКІЙ
10437,ФРАНКІВСЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10438,ЛИПОВЕЦЬКЕ ,НЕМИРІВСЬКОГО,ВІННИЦЬКІЙ
10439,ЧЕРКАСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10440,НОВОВОЛИНСЬКЕ ,ВОЛОДИМИР-ВОЛИНСЬКОГО,ВОЛИНСЬКІЙ
10441,ПОДІЛЬСЬКИЙ ,ОДЕСЬКІЙ,ОДЕСЬКІЙ
10442,ШЕВЧЕНКІВСЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10443,ПУСТОМИТІВСЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10444,СТРИЙСЬКИЙ ,ЛЬВІВСЬКІЙ,ЛЬВІВСЬКІЙ
10445,None,КІРОВОГРАДСЬКІЙ,None
10446,УМАНСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10447,КОРЕЦЬКЕ ,КОСТОПІЛЬСЬКОГО,РІВНЕНСЬКІЙ
10448,ГОЩАНСЬКЕ ,ОСТРОЗЬКОГО,РІВНЕНСЬКІЙ
10449,ПОЛТАВСЬКЕ РАЙОННЕ ,ПОЛТАВСЬКОГО,ПОЛТАВСЬКІЙ
10450,None,КІРОВОГРАДСЬКІЙ,None
10451,None,КІРОВОГРАДСЬКІЙ,None
10452,УМАНСЬКИЙ ,ЧЕРКАСЬКІЙ,ЧЕРКАСЬКІЙ
10453,БОЛГРАДСЬКЕ ,ІЗМАЇЛЬСЬКОГО,ОДЕСЬКІЙ
10454,None,КІРОВОГРАДСЬКІЙ,None
10455,ЖМЕРИНСЬКИЙ ,ВІННИЦЬКІЙ,ВІННИЦЬКІЙ
10456,РАТНІВСЬКИЙ ,ВОЛИНСЬКІЙ,ВОЛИНСЬКІЙ
10457,РАТНІВСЬКИЙ ,ВОЛИНСЬКІЙ,ВОЛИНСЬКІЙ
